"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2019-01",101.1127,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.995,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.6588,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.3125,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.066,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.0857,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.2197,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.3605,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.4226,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.4727,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.5556,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.5967,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.3189,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.52028,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.16043,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-04",96.74523,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-05",96.47562,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-06",97.15797,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.0949,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.83693,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.47218,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.9033,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.8859,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.1104,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.2954,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.3858,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.3168,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.2308,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.2644,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-09",101.3527,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-10",101.6314,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-11",101.9126,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-12",102.2519,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-01",102.4369,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-02",102.5706,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-03",102.5275,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-04",102.2556,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-05",101.8709,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-06",101.596,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.4526,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-08",101.5876,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-09",101.9295,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-10",102.3099,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-11",102.48,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-12",102.6795,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-01",102.7995,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-02",102.7212,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-03",102.5041,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-04",102.4125,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-05",102.3894,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-06",102.4044,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-07",102.4002,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-08",102.4818,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-09",102.7423,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-10",102.9501,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-11",103.0058,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-12",103.0428,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-01",102.9098,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-02",102.826,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-03",102.7703,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-04",102.7965,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-05",102.8322,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-06",102.8064,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-07",102.7934,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-08",102.7822,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.8944,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.9598,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-11",102.9939,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-12",103.0042,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-01",103.0075,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.917,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-03",102.6926,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-04",102.5599,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-05",102.6449,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-06",102.7221,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-07",102.8471,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-08",102.9723,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-09",102.975,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-10",102.943,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-11",102.8897,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-12",102.786,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-01",102.6649,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-02",102.7507,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-03",102.8371,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-04",102.9187,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-05",102.9767,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-06",103.0768,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-07",103.0547,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-08",102.9032,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-09",102.7941,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-10",102.7173,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-11",102.6662,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-12",102.587,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-01",102.481,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-02",102.1499,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-03",101.0718,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-04",99.16776,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.23904,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.20524,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.57161,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-08",99.07801,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.48641,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-01",96.99316,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-02",97.53795,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-03",98.02904,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-04",97.91637,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-05",97.64653,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-06",97.64359,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-07",97.666,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-08",97.68597,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-09",97.75742,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-10",97.77698,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-11",97.99676,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-12",98.27449,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-01",98.62057,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.02981,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.0989,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.11417,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-05",98.99666,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-06",98.46941,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-07",98.01481,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-08",97.80981,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-09",97.79351,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-10",97.69693,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-11",97.64346,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-12",97.58823,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-01",97.48112,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-02",97.17599,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-03",96.64719,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-04",96.44089,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-05",96.59721,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-06",97.22169,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-07",97.8908,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-08",98.15935,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-09",98.31541,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-10",98.67361,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.05398,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-12",99.37302,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-01",99.77457,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.2377,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.4674,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.6727,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.7527,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.9681,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.3494,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.9566,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.9724,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-10",103.9125,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-11",104.2528,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-12",104.4246,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-01",104.5247,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-02",104.6185,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-03",104.5305,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-04",104.3709,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-05",104.0028,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-06",103.4214,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-07",103.1218,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-08",102.964,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-09",103.0209,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-10",103.3702,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-11",103.965,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-12",104.5034,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-01",104.9292,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-02",105.2217,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-03",105.2264,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-04",105.2011,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-05",105.1185,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-06",105.1292,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-07",104.9502,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-08",104.7679,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-09",104.8687,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-10",105.091,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-11",105.3457,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-12",105.4666,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-01",105.065,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-02",104.1396,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-03",103.4047,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-04",102.4772,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-05",101.8161,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-06",101.5331,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-07",101.8335,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-08",102.1316,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.6497,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.5954,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.3953,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.2003,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.14,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.1208,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.0246,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.7447,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.4205,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0962,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.90675,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.97079,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.2351,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.4966,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.6389,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.6808,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.6863,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.5845,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.4229,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.2272,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.112,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.1651,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.3214,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.448,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.4121,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.2824,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.1576,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.0549,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.0174,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.0959,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.2313,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.331,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.3239,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.3188,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.4226,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.4682,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.5331,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.5996,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.7143,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.784,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.8059,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.8495,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.0007,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.1448,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.3337,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.4863,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.5098,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.4412,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.3539,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.2717,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.2387,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.125,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.9365,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.7036,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.6011,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.5766,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.6266,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.6127,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.4023,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.0895,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.89423,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.88919,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.022,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.1377,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.1565,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.0444,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.8633,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.67618,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.53828,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.56351,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.66539,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.79073,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.85222,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.75838,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.36938,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-04",99.00494,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-05",99.10866,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-06",99.35275,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-07",99.39713,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-08",99.42175,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.61649,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.15317,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-02",98.76421,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-03",98.3905,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-04",98.13573,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-05",98.38708,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-06",98.83328,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-07",98.87289,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-08",98.32233,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-09",97.8298,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-10",97.77682,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-11",97.86381,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-12",97.98762,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-01",98.11323,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-02",98.35616,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-03",98.69187,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.04269,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.23066,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.20383,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.13694,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-08",98.9222,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-09",98.56611,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-10",98.36289,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-11",98.42612,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-12",98.39723,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-01",98.37169,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-02",98.1446,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-03",98.14321,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-04",98.4585,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-05",98.92896,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.56742,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.0905,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.7233,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.1809,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.4381,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.4363,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.4031,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.2778,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.2383,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.4976,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.724,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.8133,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.8678,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-07",102.0659,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-08",102.402,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.7763,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.9888,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-11",103.0249,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-12",103.1721,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-01",102.9125,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.6306,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-03",102.3063,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-04",102.0029,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.7793,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.581,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.6287,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.7506,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.6652,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.2706,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.7308,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.2105,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.83735,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.68689,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.61936,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.51282,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.24813,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-06",98.89799,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-07",98.74426,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-08",98.72116,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-09",98.73394,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-10",98.6819,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-11",98.8167,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-12",98.8462,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-01",98.66539,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-02",98.2032,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-03",97.39722,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-04",96.7383,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.12839,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.10719,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.74004,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.74158,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.54367,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.1852,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.2605,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.3037,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.3085,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.2787,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.2028,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.0638,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.8949,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.7359,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.6202,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.5507,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.539,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.598,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.6764,
